accel_x1,accel_y1,accel_z1,accel_x2,accel_y2,accel_z2,accel_x3,accel_y3,accel_z3,accel_x4,accel_y4,accel_z4,accel_x5,accel_y5,accel_z5,accel_x6,accel_y6,accel_z6,accel_x7,accel_y7,accel_z7,accel_x8,accel_y8,accel_z8,accel_x9,accel_y9,accel_z9,accel_x10,accel_y10,accel_z10,accel_x11,accel_y11,accel_z11,move12
-1.5503759745465628,-0.007853981633974483,0.2497566159603886,-1.5283848259714345,-0.031415926535897934,0.2199114857512855,-1.5001104920891264,0.0,0.16179202165987436,-1.5393804002589988,-0.039269908169872414,0.3063052837250048,-1.5268140296446395,0.01884955592153876,0.2796017461694916,-1.5016812884159212,-0.010995574287564277,0.26703537555513246,-1.5283848259714345,-0.00471238898038469,0.26703537555513246,-1.4922565104551517,-0.015707963267948967,0.20420352248333656,-1.518960048010665,0.017278759594743863,0.2481858196335937,-1.5283848259714345,0.026703537555513242,0.2403318379996192,-1.5142476590302805,-0.039269908169872414,0.2246238747316702,0
-1.4875441214747671,-0.12409290981679685,0.15236724369910498,-1.534668011278614,-0.08325220532012953,0.13351768777756623,-1.5425219929125886,-0.03612831551628263,0.028274333882308135,-1.5236724369910497,-0.0031415926535897933,-0.06911503837897545,-1.5032520847427162,-0.007853981633974483,0.08325220532012953,-1.4922565104551517,-0.04241150082346221,0.034557519189487726,-1.4922565104551517,-0.05654866776461627,0.10524335389525807,-1.6147786239451536,0.05811946409141117,0.36128315516282616,-1.5440927892393834,0.04084070449666732,0.2466150233067988,-1.4655529728996386,0.014137166941154067,0.06283185307179587,-1.5362388076054088,0.034557519189487726,0.20734511513692636,0
-1.4969688994355363,0.07382742735936014,0.12409290981679685,-1.5268140296446395,0.07068583470577035,0.16493361431346415,-1.5126768627034854,0.03769911184307752,0.21205750411731106,-1.5268140296446395,0.06911503837897545,0.18064157758141308,-1.5126768627034854,0.08325220532012953,0.21362830044410594,-1.5221016406642547,0.08482300164692443,0.20577431881013145,-1.5016812884159212,0.059690260418206076,0.17592918860102844,-1.5205308443374599,0.08011061266653972,0.21048670779051615,-1.518960048010665,0.07696902001294993,0.19320794819577228,-1.5268140296446395,0.08796459430051422,0.2167698930976957,-1.5142476590302805,0.06911503837897545,0.17435839227423355,0
-1.5111060663766904,0.039269908169872414,0.16336281798666927,-1.5221016406642547,0.08796459430051422,0.10995574287564275,-1.5095352700498956,0.07068583470577035,0.08482300164692443,-1.5299556222982293,0.10681415022205297,0.10524335389525807,-1.5205308443374599,0.07382742735936014,0.11466813185602744,-1.5158184553570753,0.03298672286269283,0.1413716694115407,-1.5236724369910497,0.08011061266653972,0.14451326206513052,-1.5236724369910497,0.06911503837897545,0.13665928043115602,-1.5126768627034854,0.023561944901923447,0.14922565104551516,-1.5236724369910497,0.06911503837897545,0.17435839227423355,-1.5158184553570753,0.06911503837897545,0.16807520696705394,0
-1.5142476590302805,0.059690260418206076,0.15079644737231007,-1.5158184553570753,0.03298672286269283,0.16964600329384885,-1.5252432333178447,0.08796459430051422,0.16807520696705394,-1.5158184553570753,0.07225663103256526,0.13665928043115602,-1.518960048010665,0.11309733552923254,0.11780972450961726,-1.5582299561805373,0.028274333882308135,0.2199114857512855,-1.5001104920891264,-0.03769911184307752,-0.045553093477052,-1.5079644737231006,-0.0031415926535897933,-0.012566370614359173,-1.4938273067819468,-0.06597344572538566,-0.38013271108436497,-1.6493361431346414,-0.942477796076938,0.516791991515521,-1.5095352700498956,-0.10524335389525807,0.04241150082346221,0
-1.484402528821177,-0.16493361431346415,-0.2481858196335937,-1.5425219929125886,-0.5811946409141118,0.047123889803846894,-1.6132078276183586,-0.3989822670059037,-0.46181412007769956,-1.4451326206513047,-0.5811946409141118,-0.07068583470577035,-1.4215706757493816,-0.5780530482605221,-0.2403318379996192,-1.4592697875924587,-0.08796459430051422,-0.21519909677090085,-1.6084954386379742,0.1460840583919254,0.4084070449666731,-1.4796901398407927,-0.17435839227423355,-0.5701990666265474,-1.4734069545336133,-0.5497787143782138,0.1413716694115407,-1.413716694115407,-0.48380526865282825,0.4335397861953914,-1.5456635855661782,-0.46024332375090476,0.13351768777756623,0
-1.4341370463637408,0.19792033717615698,-0.2481858196335937,-1.457698991265664,0.0031415926535897933,-0.7131415323648831,-1.4859733251479723,-0.04398229715025711,-0.53249995478347,-1.4828317324943823,-0.25132741228718347,-0.23719024534602942,-1.5142476590302805,-0.34243359924128747,-0.10367255756846318,-1.471836158206818,-0.43668137884898117,-0.2905973204570559,-1.5283848259714345,-0.24190263432641412,0.017278759594743863,-1.4938273067819468,-0.2607521902479528,-0.2497566159603886,-1.5315264186250244,-0.29530970943744056,-0.10838494654884785,-1.533097214951819,-0.2214822820780804,-0.09581857593448868,-1.5299556222982293,-0.25761059759436306,-0.08639379797371932,0
-1.5111060663766904,-0.24504422698000392,-0.14765485471872028,-1.5299556222982293,-0.20263272615654165,-0.08011061266653972,-1.5221016406642547,-0.23090706003884978,-0.1303760951239764,-1.5142476590302805,-0.24190263432641412,-0.10995574287564275,-1.5221016406642547,-0.24504422698000392,-0.12095131716320706,-1.4969688994355363,-0.21362830044410594,-0.10367255756846318,-1.4953981031087415,-0.26703537555513246,-0.15079644737231007,-1.547234381892973,-0.12095131716320706,-0.12095131716320706,-1.5833626974092558,-0.3455751918948773,0.006283185307179587,-1.5283848259714345,-0.31258846903218446,-0.06283185307179587,-1.4953981031087415,-0.07225663103256526,-0.1303760951239764,0
-1.5016812884159212,-0.14451326206513052,-0.1429424657383356,-1.5456635855661782,-0.08482300164692443,-0.18535396656179778,-1.504822881069511,-0.182212373908208,-0.08796459430051422,-1.5268140296446395,-0.11780972450961726,0.07068583470577035,-1.5503759745465628,-0.1303760951239764,0.00471238898038469,-1.5409511965857936,-0.5953318078552658,-0.10210176124166828,-1.474977750860408,-0.21519909677090085,-0.18849555921538758,-1.4388494353441252,0.0,-0.36285395148962113,-1.5629423451609221,0.8105309046261666,-0.53249995478347,-1.5362388076054088,0.0,-0.19320794819577228,-1.5535175672001529,-0.09896016858807849,-0.11938052083641215,0
-1.5755087157752812,-0.31101767270538955,0.09581857593448868,-1.3760175822723293,-0.11938052083641215,0.10995574287564275,-1.5111060663766904,-0.26389378290154264,0.06754424205218056,-1.5283848259714345,-0.04398229715025711,0.028274333882308135,-1.5126768627034854,-0.16179202165987436,0.034557519189487726,-1.5393804002589988,-0.21834068942449059,0.023561944901923447,-1.5550883635269477,-0.243473430653209,0.03769911184307752,-1.5158184553570753,-0.16179202165987436,-0.1382300767579509,-1.5456635855661782,-0.08325220532012953,0.03612831551628263,-1.534668011278614,-0.1303760951239764,0.06754424205218056,-1.5111060663766904,-0.15079644737231007,-0.00942477796076938,0
